Terms,TOP,BOT
biogeographic,0,1
biography,2,0
biological,5,4
biologically,1,2
biologist,0,1
biologists,0,4
biology,5,5
bioluminescence,3,0
bioluminescent,0,1
biomass,0,5
biomedical,0,1
biomimetic,0,1
bioplastic,0,1
bioscience,0,1
biosphere,0,1
biotoxins,0,1
bipolar,4,0
birch,0,3
bird,1,2
birdmounted,0,1
birds,0,9
birdsongthen,0,1
birmingham,0,1
birth,5,5
birthday,0,2
birthed,1,0
birthplace,1,0
bison,0,1
bit,48,68
bitand,1,0
bitch,0,1
bite,1,5
bites,0,2
biting,0,3
bits,0,4
bitten,0,2
bitter,1,1
bitterness,0,1
bizarre,2,0
bla,0,14
black,9,14
blackandwhite,1,0
blackberry,2,0
blackboard,0,1
blackboards,0,2
blackchin,0,1
blacked,1,0
bladder,1,0
blah,5,3
blairwatch,0,1
blame,4,6
blamed,1,0
blamethrower,1,0
blaming,0,1
bland,0,1
blank,3,2
blanket,0,1
blanks,1,0
blazed,0,1
bleach,1,0
bleached,0,1
bleak,0,1
bled,1,0
bledsoe,0,1
bleeding,0,4
blend,1,3
blended,3,0
blends,1,0
bless,2,0
blessed,1,1
blessings,0,1
bleu,1,0
blew,1,0
blind,7,11
blinded,1,0
blindfold,4,0
blindfoldkt,1,0
blindfoldsj,1,0
blindin,1,0
blinding,0,1
blindly,1,0
blindmusicwoman,0,1
blindness,0,2
blink,3,2
blinking,1,0
bliss,1,0
blissful,1,0
blissfully,1,0
blister,0,1
blisters,1,0
block,3,5
blockade,0,1
blockades,0,1
blockand,0,1
blockbuster,0,1
blocked,2,1
blocks,3,5
blog,4,2
blogger,1,2
bloggers,0,1
blogging,1,3
bloglaughternow,1,0
blogosphere,0,2
blogs,1,3
blond,0,1
blondes,0,1
blood,16,8
bloodcell,1,0
bloodpressure,0,1
bloodshed,0,1
bloodworth,0,2
bloody,0,4
bloombergcom,1,0
blow,3,2
blowing,2,1
blown,1,1
blownglass,0,1
blows,0,1
blue,1,15
blueeyed,1,0
bluehaired,0,1
blueprints,0,1
blues,0,2
bluetooth,0,1
bluff,1,0
bluffing,1,0
blufftheir,0,1
bluntly,1,1
blurred,0,1
blusheswouldnt,0,1
bluster,0,1
bly,0,1
boar,2,0
board,8,6
boarded,1,0
boarding,4,1
boardrooms,0,1
boards,0,1
boarlaughteryou,1,0
boast,1,0
boat,1,2
boati,0,1
bob,1,1
bobbins,0,1
bobby,0,2
bobo,5,0
bodiceseven,0,1
bodies,16,4
bodiesand,0,1
body,48,20
bodybut,1,0
bodyfrom,0,1
bodyguard,1,0
bodyif,1,0
bodyindividual,1,0
bodys,1,0
boiling,0,2
boils,2,0
bold,2,1
boldly,0,2
boldness,1,0
bolivia,0,1
bollacker,0,1
bollackers,0,1
bollywood,0,1
bolster,1,2
bolt,0,2
bolte,1,0
bomb,0,4
bombarding,1,0
bombed,2,0
bombers,0,1
bombs,0,2
bombsnow,0,1
bonanza,0,1
bond,0,4
bonded,0,1
bonds,0,1
bone,1,4
bones,0,2
bonsoir,1,0
bonsoirlaughterguys,1,0
bonus,0,1
bonuses,2,0
boobs,0,1
book,44,26
booked,0,1
booker,0,1
books,26,15
booksbut,2,0
booksi,1,0
bookstore,1,0
boom,1,4
boomed,0,1
boon,0,1
boost,1,1
boosting,0,1
boot,2,0
booth,1,1
boots,4,2
border,9,3
borders,0,3
bored,2,1
boredom,1,0
boring,7,2
born,10,20
borninthemid1960s,0,1
borrow,1,2
borrowed,1,0
bosnia,0,1
bosom,0,1
boss,7,4
boston,6,2
bostons,1,0
botany,0,1
bother,3,2
bothered,1,1
bothering,1,0
botherlined,0,1
bothers,1,0
botox,2,0
bottle,7,3
bottler,0,1
bottles,1,0
bottling,1,0
bottom,9,15
bottomup,0,2
bought,11,5
bounce,0,2
bouncer,0,1
bounces,0,1
bouncing,1,0
bound,2,2
boundaries,3,2
boundary,0,1
bounded,2,0
boundswhen,0,1
bow,0,2
bowery,3,0
bowing,0,1
bowl,1,2
bows,0,1
box,9,11
boxes,3,4
boxlaughterand,1,0
boy,13,8
boyfriend,5,0
boyfriends,1,0
boys,6,9
boywho,0,1
bozeman,0,1
bozo,0,1
bps,0,1
brag,2,0
brahmins,0,1
braid,1,0
braider,1,0
brain,127,11
braindead,2,0
braingroaning,1,0
brainlaughterthere,1,0
brains,18,1
brainstorm,1,1
brainstorming,0,1
brainwashed,0,1
branch,1,1
brand,1,6
branded,1,0
branding,0,1
brandnew,0,3
brands,0,2
brass,0,1
brave,1,0
bravery,1,0
bravo,1,0
brazil,2,2
bread,1,18
breadand,0,1
breadwinners,1,0
break,10,9
breakdown,4,1
breakfast,2,3
breaking,2,1
breaklaughteractually,1,0
breaks,0,1
breakthrough,0,1
breakthroughwhat,0,1
breakup,0,2
breast,0,1
breastsa,0,1
breastsnow,1,0
breasttissue,0,1
breath,27,6
breathe,10,5
breathed,0,1
breathelaughterlaughter,1,0
breathes,1,1
breathhold,3,0
breathholdingwhile,1,0
breathing,11,2
breeding,0,2
brené,1,0
brenham,0,1
brescianini,1,0
bretton,0,1
brian,5,1
bribe,3,0
brick,0,2
bricklayers,1,0
bride,1,0
bridge,4,6
bridges,0,1
bridging,0,1
brief,2,1
briefa,1,0
briefly,1,5
bright,1,5
brilliance,0,1
brilliant,6,5
brilliantly,0,1
brilliants,0,1
bring,41,39
bringing,4,7
brings,5,5
brink,1,0
brisbane,3,0
brisbanes,1,0
bristlecone,0,4
bristlecones,0,3
bristles,0,1
brit,0,2
britain,0,3
britains,0,1
british,6,7
brits,0,1
brizzy,1,0
broad,1,3
broadband,0,1
broadcast,2,0
broadcasters,0,1
broadcasting,1,1
broadens,0,1
broader,0,2
broadly,1,1
broadmoor,14,0
broadway,2,0
brochures,0,1
brochurewe,0,1
broke,7,7
broken,13,7
brominated,0,1
brook,1,0
brookings,1,0
brooklyn,1,2
brother,11,7
brothers,14,6
brothersmost,1,0
brought,19,13
brow,0,1
brown,8,3
brownie,2,0
browse,2,0
browser,1,0
browsing,1,1
brrr,0,1
brrrr,1,0
brrrrrrrrrr,1,0
bruises,1,0
brûlée,1,0
brush,0,1
brushed,2,0
brushes,0,1
brushing,1,1
brutal,0,1
brutally,0,1
bubble,6,5
bubbles,0,1
bubbling,0,1
buck,0,2
bucket,0,1
buckingand,0,1
buckle,1,0
buckminster,0,1
bucks,4,1
buddha,3,8
buddhas,0,2
buddhism,0,1
buddhist,0,7
buddhists,0,3
buddies,0,1
budget,1,0
budgetshere,0,1
buds,1,1
buffer,1,0
buffet,1,0
bug,0,1
bugs,1,0
build,6,29
builder,0,2
building,11,38
buildingnow,1,0
buildings,1,14
builds,1,0
built,10,26
builtin,1,2
bulb,0,2
bulk,1,1
bullet,0,1
bulletlaughter,1,0
bullfights,1,0
bullion,1,0
bullshit,2,1
bully,0,1
bullying,4,1
bumblebees,2,0
bumbling,0,1
bumbut,0,1
bump,3,0
bumped,0,1
bumping,0,1
bunch,5,4
bundle,0,2
bundy,1,0
bungee,1,0
bunk,7,0
bunks,0,2
buoyant,1,0
burden,1,4
burdened,1,0
bureau,0,1
bureaucratic,0,1
buried,2,4
burke,0,1
burling,0,1
burn,0,2
burned,2,2
burnednever,0,1
burning,3,8
burnished,0,1
burns,0,2
burnt,1,0
burst,1,0
bursting,0,2
burton,0,1
bus,4,7
buses,1,2
bush,0,2
bushes,0,1
bushwhack,0,1
business,36,45
businesses,7,2
businessesi,1,0
businessesso,1,0
businessman,1,0
businessone,0,1
businesspeople,0,2
busted,0,1
busts,1,0
busy,2,7
butt,2,0
butter,0,1
butterfly,1,0
buttockmusicyou,1,0
button,4,4
buttons,1,1
butts,2,0
buy,32,20
buyer,0,1
buying,6,2
buys,0,1
buzz,1,0
buzzing,0,1
buzzingswatgotcha,0,1
buzzkill,0,1
bye,0,1
byline,0,1
bypass,1,0
byproduct,0,1
byproducts,0,1
byso,1,0
bystander,1,0
cab,1,0
cabana,0,1
cabanas,0,1
cabaret,1,0
cabin,1,1
cabins,1,0
cabinthat,0,1
cable,1,7
caccavale,0,1
cached,1,0
cadaver,1,0
cadavers,1,0
cadcam,0,1
cadence,2,0
cadets,1,0
cafe,1,1
café,0,1
cafestyle,1,0
cage,0,3
cagelaughterand,0,1
cajoling,1,0
cakelaughteri,1,0
cakes,0,1
calamari,1,0
calculate,3,1
calculated,1,1
calculating,1,0
calculation,3,0
calculations,2,0
calculator,8,0
calculators,10,0
calendar,4,1
calendars,2,0
california,3,5
call,78,36
called,71,92
calling,5,3
callings,1,0
callosum,2,0
callouses,0,1
callousness,0,1
calls,15,6
callwhat,0,1
calm,2,2
calmer,1,0
calming,1,0
calorie,0,1
calories,0,2
caltech,0,1
calvin,1,0
cam,1,1
camara,1,0
cambodia,1,0
cambrian,0,1
cambridge,1,2
came,71,66
camel,0,21
camellaughterand,0,1
camelot,0,1
camels,0,11
camelsdo,0,1
camera,20,16
cameracarrying,1,0
cameralaughterand,1,0
cameras,5,4
cameron,2,2
camouflage,1,0
camp,6,4
campaign,1,6
campfire,1,1
campfires,1,0
camps,1,3
campus,3,1
campusand,1,0
can,522,522
can’t,0,1
canada,0,2
canadian,1,0
cancels,0,1
cancer,5,2
cancercausing,0,1
cancerdesign,0,1
cancernow,1,0
cancheeringapplause,1,0
candidate,1,1
candidates,2,1
candle,13,0
candor,1,0
candy,0,6
cane,0,1
cani,1,0
canlaughter,1,0
canlaughterthird,1,0
cannotlaughtereightdigit,1,0
canso,0,1
cant,89,73
canvas,0,2
canyon,0,6
capabilities,2,2
capability,2,1
capable,4,2
capacities,3,0
capacitiespicasso,1,0
capacity,10,9
cape,2,2
capetown,0,1
capita,2,0
capital,7,5
capitalism,3,15
capitalistshe,0,1
capitalization,0,1
capricious,0,1
capriciousness,1,0
caps,3,2
capsizing,0,1
captain,0,3
captivated,1,0
captivity,1,0
capture,2,3
captured,1,1
captures,0,2
caputo,0,1
car,22,13
caravan,2,0
carbon,0,6
carbonbased,0,1
carcasses,0,1
card,10,19
cardboard,1,3
cardiac,0,3
cardio,1,0
cardiologic,0,1
cardiologists,0,1
cardiothoracic,2,0
cardiovascular,5,0
cards,5,5
care,26,71
cared,3,1
career,22,6
careers,2,0
careful,5,9
carefully,2,3
carelessly,1,0
carenever,0,1
carenow,0,1
cares,3,0
caressthink,0,1
caresswe,0,1
caretaking,2,0
carethis,0,1
careylaughtershe,1,0
cargo,0,1
carhaving,0,1
caricatures,1,0
caring,3,5
carkathryn,1,0
carl,2,0
carlos,0,1
carnage,1,1
carnal,0,1
carnegie,1,0
carney,1,0
carol,1,0
carolina,0,1
carols,0,1
carpet,1,1
carpetslaughterwhich,1,0
carracing,1,0
carried,1,4
carries,2,1
carrot,2,0
carrots,3,0
carry,4,9
carrying,3,2
carryso,1,0
cars,5,9
carson,1,0
cart,0,1
cartesian,0,1
cartoon,2,2
carts,0,1
cartwheels,0,1
carve,0,2
carving,0,2
cascade,0,3
case,25,25
caseapplause,1,0
cases,4,8
casework,0,2
cash,2,2
cashing,1,0
casings,0,1
cast,1,0
casting,3,0
castlelaughterwhy,0,1
castro,0,1
casts,0,1
casual,4,1
casually,1,0
casualties,0,3
cat,2,2
catalog,0,1
catastrophe,3,0
catastrophes,1,0
catastrophic,0,1
catastrophizing,1,0
catch,8,9
catches,0,3
catching,1,1
categories,1,2
categorized,1,0
categorizes,1,0
category,1,2
categoryim,0,1
catholic,1,1
catnaps,0,1
cats,2,1
cattle,0,2
catty,1,0
caucasus,0,1
caught,5,9
causal,0,1
cause,8,8
caused,2,1
causes,1,7
causewhen,0,1
causing,1,2
caustic,1,0
caution,1,0
cautious,1,0
cavalry,1,0
cave,1,2
caved,0,1
caves,1,1
cayman,1,0
cbs,0,2
cchr,1,0
cds,1,0
cease,0,1
ceasefire,0,2
ceasing,1,0
ceiling,3,1
celebrate,2,3
celebrates,1,0
celebrating,0,1
celebration,0,4
celebrationand,0,1
celebrationthese,0,1
celebrity,1,2
celestial,0,2
cell,12,6
cellar,0,1
cellmate,1,0
cellphone,1,2
cells,3,3
celsius,1,1
censor,0,1
censored,0,1
census,0,14
cent,1,0
center,10,20
centera,0,1
centered,0,3
centers,2,5
centimeters,1,3
central,4,9
centre,1,0
centuries,8,3
century,16,14
centurynow,0,1
ceo,1,1
ceos,1,0
cephalopod,1,0
cephalopods,3,0
cereal,0,1
cerebral,3,0
ceremonial,1,0
ceremonies,0,1
cerf,0,1
cern,0,1
certain,27,18
certainly,11,17
certainty,7,1
certificates,0,1
certified,1,1
cervical,1,0
cervix,2,0
cest,1,0
cetera,0,1
chaetomorpha,0,1
chagas,0,1
chagrin,0,1
chain,1,2
chains,0,1
chainsaw,1,0
chair,6,5
chairlaughterapplauseone,1,0
chairlaughterso,1,0
chairman,1,1
chairs,1,3
chait,0,1
chalk,0,3
chalklaughterthats,0,1
chalky,0,1
challenge,15,21
challenged,1,4
challenger,0,3
challenges,6,11
challengesi,1,0
challenging,3,6
chamber,0,1
chambers,0,1
champ,1,0
champagne,2,0
champion,1,0
championships,1,0
chance,25,7
chances,0,1
chanceslaughteryou,1,0
chanel,0,1
change,77,51
changed,20,14
changedmy,0,1
changednow,1,0
changedsomething,1,0
changedwhen,1,0
changegod,1,0
changelets,1,0
changes,12,16
changesthe,0,1
changing,6,5
channel,0,2
channels,0,8
chant,2,0
chantingdrumming,0,2
chantingmusic,0,1
chantsdrumsdrumming,0,1
chaos,0,1
chaotic,1,0
chaperoning,1,0
character,5,1
characteristic,3,0
characteristics,3,1
characterized,0,1
characterlaughterapplausethis,1,0
characters,9,1
charge,3,4
charged,1,1
chargelaughterfor,1,0
charger,0,1
charges,0,1
chargethere,1,0
charisma,1,0
charismatic,1,1
charity,3,6
charles,0,2
charlotte,5,0
charlottes,1,0
charm,1,0
charmed,1,0
charming,1,0
charnel,0,1
chart,1,3
charter,0,4
charwoman,0,1
chase,1,1
chased,1,1
chasing,4,2
chasm,1,0
chat,1,1
chatroom,0,8
chatrooms,0,2
chatter,4,0
chattering,1,0
chatters,1,0
chatting,0,1
chatty,1,0
chaucer,1,0
chautauqua,0,1
cheap,0,6
cheaper,2,3
cheapermass,0,1
cheapnumber,1,0
cheat,10,0
cheating,2,1
cheats,1,0
check,11,8
checked,2,1
checkin,1,0
checking,4,0
checklist,7,0
checklistwhen,1,0
checkpoint,0,1
checks,2,3
cheeknot,0,1
cheeks,1,0
cheekslaughterwhich,1,0
cheer,3,0
cheered,0,1
cheerful,0,1
cheerfulness,0,1
cheeringapplause,2,0
cheeringhow,1,0
cheeringmy,1,0
cheerleaders,0,3
cheerleading,0,2
cheers,0,1
cheersthank,0,1
cheersyeah,0,1
cheese,2,7
cheeseburgers,1,0
cheeselaughterbut,1,0
cheetah,0,1
chefs,0,1
chemical,6,5
chemicalengineering,1,0
chemicals,2,7
chemist,0,1
chemistry,0,2
chemists,0,1
cheney,1,2
cherish,0,1
cherished,0,1
cherry,0,2
cherubimin,0,1
chesapeake,0,2
chesedall,0,1
chest,3,1
chestnut,2,0
chewing,0,1
chic,1,0
chicago,2,0
chick,1,0
chides,0,2
chief,1,4
chiefs,0,1
child,32,36
childand,1,0
childcare,1,0
childhood,7,2
childhoodi,0,1
childhoods,1,0
childi,0,1
childline,1,0
childprodigy,0,1
children,33,41
childrens,2,2
childrenso,0,1
childrenthere,1,0
childs,1,0
chile,1,2
chimpanzee,2,0
chimpanzeeslaughterbecause,1,0
chimps,0,2
chin,1,0
china,18,3
chinese,7,1
chinua,2,0
chip,2,9
chips,0,2
chocolate,6,0
chocolatey,0,1
choice,37,9
choicelaughterif,1,0
choices,8,1
choicesa,0,1
choicethe,1,1
choirlaughterand,1,0
choirs,0,1
cholesterol,5,0
cholesterols,1,0
choose,22,4
choosing,6,0
chopin,5,0
chopstick,0,1
chord,7,0
choreographer,2,0
choreographyand,0,1
chose,4,0
chosen,3,3
choses,1,0
chosesecond,1,0
chris,4,8
chrischris,1,0
christ,0,1
christian,0,1
christianity,0,2
christians,0,2
christie,1,0
christmas,2,5
christopher,0,1
chromium,0,1
chromosomes,0,1
chronic,2,0
chronically,2,1
chronicle,0,1
chronological,1,0
chumwho,0,1
chunk,0,3
church,0,5
churlish,1,0
churning,1,0
cia,0,1
cienega,0,1
cigarette,1,0
cindy,0,1
cinema,0,1
cinemasfs,0,1
circle,4,5
circles,1,0
circletrianglesquare,0,2
circlewhy,1,0
circuit,2,0
circuitry,2,0
circuits,1,0
circular,0,1
circulate,1,0
circulation,0,1
circumstance,1,1
circumstances,3,6
circus,1,0
cirque,0,2
cite,0,2
cited,1,1
citicorp,0,1
cities,1,6
citizen,1,2
citizens,2,7
city,15,22
cityim,0,1
citys,0,1
civic,0,1
civil,3,22
civilian,0,4
civilians,0,3
civilization,3,6
civilizations,2,2
civillaughterand,1,0
clad,0,1
cladding,0,1
claim,8,3
claimed,1,0
claiming,1,1
claims,2,2
claire,0,1
clap,2,0
clapped,1,0
clapping,5,0
clappinglaughterits,0,1
clara,0,3
claras,0,1
clarify,1,0
clarion,0,1
clarity,1,1
clarke,0,1
claro,0,3
clash,0,3
class,6,3
classes,1,0
classesa,0,1
classeslaughterevery,1,0
classic,2,3
classical,17,1
classically,0,1
classics,1,0
classmate,1,0
classroom,11,2
clauslike,1,0
clawing,0,1
claws,1,0
clean,3,10
cleaner,0,2
cleaning,0,1
cleansing,0,2
clear,12,16
cleared,1,5
clearer,0,3
clearest,3,0
clearly,7,9
clearlyand,0,1
clears,1,0
clearvolunteer,1,0
cleft,0,1
clementi,2,0
cleveland,0,2
clever,4,3
cleverlaughterthat,1,0
cliche,1,0
click,6,6
clicker,1,0
clicks,3,0
client,2,3
clientlaughterand,1,0
clients,2,1
cliff,0,5
cliffs,0,11
climate,3,8
climatic,0,2
climax,0,2
climbed,2,0
climber,0,1
climbers,0,1
climbing,1,2
clinging,0,1
clinic,0,4
clinical,2,2
clinician,3,0
clinton,2,1
clip,1,5
cliplaughterso,1,0
clipped,1,0
clips,2,0
clitoris,4,0
clock,2,21
clockand,0,1
clog,0,1
clogged,0,1
cloning,0,1
clop,0,1
close,32,23
closed,3,8
closeknit,1,0
closely,4,4
closeness,2,0
closer,3,3
closerlaughterok,1,0
closest,2,0
closet,1,0
closing,2,2
clot,1,0
cloth,0,4
clothes,2,2
cloud,3,1
clouds,1,14
cloudsso,0,1
cloudwhite,1,0
cloudy,3,0
cloudylaughterand,1,0
cloudylaughtergood,1,0
club,4,1
clubs,1,1
clue,3,0
clues,1,0
clumsily,0,1
clumsy,1,0
clunky,0,1
clusters,1,0
clutter,0,1
cluttered,1,0
co1,0,1
co2,4,1
coach,2,2
coaches,1,1
coalition,0,1
coarseness,0,1
coast,1,9
coastal,0,1
coat,0,5
cobbled,1,0
cobia,0,1
cocaine,1,2
cockeyed,1,0
cockroach,0,1
cockroaches,0,2
cocktail,1,1
code,8,7
coders,1,0
codes,0,2
codewhen,1,0
codfish,0,1
codify,1,0
coerced,0,1
coffee,4,4
coffin,2,0
cofounder,0,1
cognitive,5,3
cohen,1,0
cohenand,1,0
coherent,1,0
cohort,1,0
coilthank,1,0
coin,1,2
coincided,0,1
coincidence,0,1
coincidenceenter,0,1
coincidentally,1,0
coined,0,1
coition,1,0
coke,5,5
cola,2,0
cold,6,9
coletta,1,0
coli,0,1
collaborated,0,1
collaboratepaul,0,1
collaborating,2,0
collaboration,1,4
collaborations,0,1
collaborative,1,3
collaborator,1,0
collaborators,0,2
collage,2,1
collapsation,1,0
collapse,1,0
collapsed,0,3
collapses,0,2
collapsing,1,0
collar,1,0
colleague,3,3
colleagues,5,3
collect,4,9
collected,1,7
collecting,0,2
collection,0,7
collective,1,3
collectively,2,0
collectiveness,0,1
collectivity,0,1
collectors,1,0
college,17,9
collie,0,1
colonial,1,0
color,8,11
coloration,2,0
colorblind,0,1
colored,0,1
colorful,0,3
colors,4,4
colorsand,1,0
colosseum,0,1
columbus,0,1
column,0,4
columnist,0,1
columnwell,0,1
com,1,1
coma,0,1
combatant,0,1
combating,0,2
combination,4,4
combinations,0,1
combinatorials,0,1
combine,2,3
combined,1,9
combinedwhat,0,1
combines,0,1
combining,0,1
comboheres,0,1
come,125,126
comeand,0,1
comedian,2,0
comedians,1,0
comedy,3,2
comegirl,0,1
comes,58,39
comeso,1,1
comfort,2,2
comfortable,14,2
comfortably,0,4
comfortingbut,0,1
comic,2,0
comiclaughterapplausemy,1,0
comics,1,0
coming,38,23
comingnow,0,1
command,0,2
commandment,1,1
commandments,1,0
commands,1,0
commend,1,0
comment,5,2
commenter,1,0
comments,4,1
commercial,3,7
commercialize,0,1
commercialized,0,1
commercializes,0,1
commercially,0,1
commercials,2,1
commission,1,2
commissions,1,0
commit,5,0
commitment,1,6
commitments,1,0
committed,2,2
committee,3,3
committing,0,1
commoditized,0,1
commodity,3,2
common,15,14
commonlaughterthey,1,0
commonly,0,1
commonwe,1,0
communal,0,2
communicate,14,4
communicates,1,0
communicating,3,1
communication,5,8
communications,2,4
communionno,0,1
communist,1,0
communities,1,12
community,14,39
communitys,0,1
communityso,1,0
commute,0,1
commuted,1,1
compact,0,1
companies,17,17
companion,2,0
companionate,1,0
companionship,1,0
company,14,26
companylaughternow,1,0
comparable,0,3
compare,4,3
compared,6,4
comparing,0,1
comparison,3,1
compartmentalized,0,1
compartments,1,0
compass,0,2
compassion,11,107
compassionand,0,1
compassionate,5,17
compassionately,0,4
compassionatelythere,0,1
compassionfast,1,0
compassioni,0,1
compassions,0,1
compassionso,0,1
compassionto,0,1
compatible,1,1
compelling,0,4
compensate,1,0
compete,0,4
competence,2,0
competenceso,0,1
competent,0,2
competing,1,0
competition,5,3
competitive,1,1
competitor,1,0
competitors,2,1
compiling,1,0
complain,2,3
complained,0,1
complaining,2,2
complaints,0,1
complaintso,0,1
complaintswhen,1,0
complement,1,0
complementary,1,0
complete,3,9
completed,0,2
completely,27,16
completelythis,0,1
completethe,0,1
completion,0,1
complex,7,20
complexity,1,5
compliance,1,0
complicated,6,5
complications,1,1
complimented,0,1
comply,1,0
component,2,0
componentized,0,1
components,4,1
comporary,1,0
composers,0,1
composition,0,2
compote,0,1
compound,0,2
compounding,0,1
compounds,0,12
comprehensive,1,6
compressed,0,2
compromise,2,3
compulsion,0,1
computation,1,1
computational,0,1
computer,20,74
computerapplauseand,1,0
computerish,0,2
computernoncomputer,0,1
computeroperated,0,1
computerph,0,1
computers,5,28
computerso,0,1
computing,5,12
con,2,0
concealmentlaughtertwoyearolds,1,0
conceivably,2,0
conceive,0,1
conceived,0,1
conceiving,1,0
concentrate,2,2
concentrated,0,3
concentration,1,0
concentrationwere,1,0
concentrators,0,1
concept,8,9
conception,4,0
conceptiononly,0,1
conceptlaughterbut,1,0
concepts,1,2
conceptual,1,0
concern,0,3
concerned,5,4
concerning,0,1
concerns,1,6
concerts,0,1
concise,0,1
conclude,6,2
concluding,0,1
conclusion,4,2
conclusionlaughtertomorrow,1,0
conclusions,2,2
concocted,1,0
concomitant,1,0
concrete,0,6
condescending,1,0
condition,7,2
conditionlaughterpeople,1,0
conditionlet,1,0
conditions,12,9
conditionsif,0,1
conditionso,1,0
conditionwrongo,1,0
condom,0,2
condor,0,2
conducive,1,3
conducted,1,1
conducting,2,0
conductor,2,0
cone,0,2
cones,0,1
conference,7,13
confess,1,0
confession,5,0
confessiononce,0,1
confidant,2,0
confidence,1,5
confident,7,1
configuration,1,0
configure,2,0
confine,1,1
confined,1,1
confirm,1,0
confirmed,1,0
confirms,1,2
conflated,1,0
conflict,7,17
conflicting,0,1
conflicts,0,6
confound,0,1
confounded,0,2
confront,0,1
confronted,2,0
confronting,1,0
confuse,0,1
confused,2,2
confusing,3,0
confusion,1,0
congeal,0,1
congenial,0,1
congenitally,1,0
congo,1,0
congratulate,0,1
congregation,2,1
congress,1,1
conifers,0,1
conjecture,1,0
conjunction,0,2
conjured,0,1
connect,11,10
connected,14,11
connecting,1,3
connection,27,6
connectioni,1,0
connections,5,2
connectionthe,2,0
connective,0,1
connectivity,0,10
connector,0,1
connectors,1,0
connects,3,3
connoisseurlaughterthis,1,0
connor,0,1
conquer,0,1
conquering,1,0
conran,0,1
conscience,0,1
conscious,1,3
consciously,10,3
consciousness,7,3
consent,3,0
consequence,8,1
consequences,3,6
consequencescan,1,0
consequently,1,1
conservation,1,0
conservationnow,0,1
conservative,2,0
conserve,0,2
conserving,1,1
consider,7,9
considerable,1,1
consideration,0,1
considered,3,2
considers,1,0
